url,judul,tanggal,isi
https://news.detik.com/berita-jawa-timur/d-5602964/sembako-dan-sekolah-bakal-dipajaki-pengamat-kebijakan-yang-tidak-bijak,"Sembako dan Sekolah Bakal Dipajaki, Pengamat: Kebijakan yang Tidak Bijak","Sabtu, 12 Jun 2021 12:03 WIB","Pemerintah tengah membahas RUU revisi tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP). Kebijakan pemerintah berisi rencananya pemungutan pajak sembako hingga sekolah. Pengamat Kebijakan Universitas Airlangga (Unair) Surabaya, Gitadi Tegas mengaku tak setuju dengan kebijakan ini. Dia heran bagaimana pemerintah bisa terpikir akan kebijakan ini. ""Secara umum saya sudah mengikuti berita seputar itu. Pada prinsipnya menurut cara pandang saya baik sebagai pengamat kebijakan maupun sebagai warga negara yang care kepada masyarakat luas, PPN yang pembebanannya pada end user atau konsumen terakhir yaitu rakyat jelata, jelas punya pemikiran semacam itu saja menurut saya sudah salah,"" kata Gitadi saat dihubungi detikcom di Surabaya, Sabtu (12/6/2021). Gitadi mengatakan ide meminta pajak sembako hingga sekolah sudah salah besar. Harusnya, kebijakan publik bisa menguntungkan masyarakat, bukan sebaliknya. ""Ide semacam itu sudah salah. Memang, saya ikuti keterangan Bu menteri jika ini masih gagasan awal untuk dilempar ke dewan, tapi bahwa para staf khusus atau staf ahli memiliki pemikiran seperti itu, menurut saya sudah salah kaprah. Dalam artian kebijakan publik didesain based on analisis yang kuat, data yang kuat, dan publik yang harus diuntungkan dalam sebuah kebijakan,"" tegasnya. Selain itu, Gitadi bahkan menyebut kebijakan ini tidak bijak. Apa lagi, kebijakan ini tercetus saat masyarakat tengah susah payah bangkit dari keterpurukan ekonomi saat dilanda pandemi COVID-19. ""Kalau dengan pembebanan itu, jatuhnya kepada konsumen terakhir yaitu rakyat atau siswa, orang tua murid, menurut saya itu kebijakan yang tidak patut. Atau bahasanya kebijakan yang tidak bijak, policy not wise,"" kata Gitadi. ""Itu menurut saya, ada ide seperti itu saja sudah tidak pas.. Kita tarik dulu filosofinya. Pembacaan publik ini pasti untuk menambah income negara karena pandemi butuh duit banyak. Yang agak aneh penjelasan staf khusus yang menjelaskan PPN untuk sekolah, asumsinya untuk pemerataan. Nah pemerataan yang bagaimana? Masyarakat awam hanya melihat itu orang beli mobil ratusan juta, pajaknya dikecilin. Tapi justru orang yang mau makan, mau sekolah dipajakin. Orang awam akan membaca seperti itu. Nggak tahu kok aneh tindakan semacam itu,"" paparnya. Selain itu, Gitadi menilai jika pemerintah nekat memberlakukan kebijakan ini, pasti akan menimbulkan gejolak yang besar. Saat ini saja, sudah tercetus penolakan dari sejumlah pihak. ""Tapi tetap saja kalau ujung-ujungnya konsumen terakhir yang terbebani, artinya berasnya naik, sekolah naik, jelas pasti akan menimbulkan gejolak dalam masyarakat. Apa lagi dalam situasi pandemi COVID-19 di mana masyarakat itu mengalami problem pendapatan yang signifikan,"" pungkas Gitadi.  Simak Video: Sekolah Bakal Dipungut Pajak, Pengelola PAUD Teriak  [Gambas:Video 20detik] "
https://news.detik.com/berita/d-5602992/soal-wacana-ppn-sekolah-sembako-ketua-dpd-ri-tidak-elok-dilakukan,"Soal Wacana PPN Sekolah-Sembako, Ketua DPD RI: Tidak Elok Dilakukan!","Sabtu, 12 Jun 2021 11:39 WIB","Ketua DPD RI, AA La Nyalla Mahmud Mattalitti mengkritisi Draf Rancangan Undang-Undang Revisi UU No 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP) yang mengatur pajak sekolah swasta hingga sembako. Menurutnya rencana pemberian pajak tersebut perlu ditinjau ulang karena bisa memperluas ketimpangan di masyarakat. ""Aturan pemberian pajak untuk sektor pendidikan dan bahan pangan pokok sebaiknya ditinjau ulang. Saya kira kebijakan tersebut tidak tepat karena akan membebankan masyarakat kecil,"" ujar La Nyalla dalam keterangan tertulis, Sabtu (12/6/2021). Senator asal Jawa Timur itu meminta DPR dan pemerintah agar mempertimbangkan rencana tersebut. Mengingat dampak Corona yang cukup dirasakan oleh masyarakat, utamanya masyarakat kecil. ""Kami meminta kebijakan DPR dan pemerintah agar tidak menambah beban masyarakat dengan rencana pemungutan pajak pada sektor-sektor vital. Apalagi pandemi COVID-19 masih sangat berdampak terhadap kelompok masyarakat kecil,"" katanya. La Nyalla menyebut pajak pendidikan bisa berpeluang menimbulkan efek domino, seperti kenaikan biaya sekolah. Padahal menurut Peraturan Menteri Keuangan 011 Tahun 2014, kriteria jasa pendidikan yang tidak dikenai Pajak Pertambahan Nilai mencakup PAUD, SD, SMP, SMA/SMK hingga bimbingan belajar (Bimbel). ""Ini kan tidak elok dilakukan. Jika diimplementasikan, rasa-rasanya justru akan menjerat rakyat. Padahal anak-anak yang bersekolah swasta, tidak semuanya dari kalangan mampu. Ada sekolah-sekolah swasta yang siswanya dari kelompok masyarakat kecil, yang tidak bisa masuk sekolah negeri,"" jelas La Nyalla. Apalagi saat ini biaya pendidikan bermutu yang diselenggarakan pihak swasta terbilang mahal. ""Jika dikenakan PPN, tentu akan menjadi lebih mahal, demikian pula pada sektor pelayanan jasa lainnya akan menambah biaya-biaya lainnya bagi masyarakat,"" tandasnya. Sementara kebijakan pajak untuk sembako dinilainya akan menghambat program pemulihan ekonomi nasional (PEN). Jika daya beli masyarakat menurun, lanjut dia, dampaknya juga akan dirasakan terhadap pertumbuhan ekonomi. ""Menurut saya, mengambil pajak dari sektor pendidikan, sembako, serta jasa kesehatan bukan jalan yang tepat untuk menambah penerimaan negara. Saya kira pemerintah harus memikirkan alternatif lain dan tidak membuat kebijakan yang bisa melukai rakyat,"" jelas La Nyalla. Mantan Ketua Umum PSSI itu juga meminta pemerintah, dalam hal ini Kementerian Keuangan (Kemenkeu), untuk membenahi sistem perpajakan. Dia mengatakan Kemenkeu dapat mencari alternatif lain untuk membuka keran pemasukan bagi negara yang tidak mengganggu hajat hidup orang banyak. Terlebih di tengah situasi pandemi yang sulit. Diungkapkan La Nyalla, revisi UU KUP tengah menjadi sorotan berbagai pihak karena menyeruak di saat pemerintah memberikan relaksasi pajak penjualan atas barang mewah (PPnBM) bagi kendaraan bermotor serta insentif pajak properti untuk pembelian rumah siap huni demi mendongkrak pemulihan ekonomi usai tertekan pandemi. ""Jika pajak untuk sekolah, jasa kesehatan, dan sembako diberlakukan di saat pemerintah memberi banyak kemudahan bagi kalangan atas, hal tersebut akan bertentangan dengan rasa keadilan. Pemerintah juga harus memperhatikan pandangan para ahli ekonomi yang menyatakan wacana tersebut akan membuat ketimpangan si kaya-miskin semakin lebih lebar,"" pungkasnya. Seperti diketahui, rencana pemungutan PPN dalam jasa pendidikan dan sembako tertuang dalam Pasal 4A RUU KUP. Selain dua sektor itu, pemerintah juga berencana mengenakan pajak untuk jasa kesehatan, jasa keuangan, jasa asuransi, jasa angkutan umum di darat di air serta angkutan udara dalam negeri dan angkutan udara luar negeri, jasa tenaga kerja, jasa telepon umum dengan menggunakan uang logam, serta jasa pengiriman uang dengan wesel pos bakal jadi objek pajak."
https://news.detik.com/berita-jawa-barat/d-5602990/pedagang-pasar-rebo-purwakarta-tolak-rencana-ppn-sembako,Pedagang Pasar Rebo Purwakarta Tolak Rencana PPN Sembako,"Sabtu, 12 Jun 2021 11:37 WIB","Para pedagang di Pasar Tradisional Pasar Rebo Purwakarta, Jawa Barat, menolak keras rencana pemerintah mengenakan pajak pertambahan nilai (PPN) untuk kebutuhan pokok. Pedagang mengatakan pasar tradisional berbeda dengan pasar ritel atau pada swalayan, yang sudah di entukan keuntungan serta sistemnya. ""Saya sangat tidak setuju, kami pedagang tradisional bukan semacam Alfa. Beda cara pengambilan keuntungannya, di kami masih ada tawar menawar harga,"" ujar Ayi Pedagang Sayuran ditemui dikiosnya, Sabtu (12/06/2021). Ayi juga menegaskan jika Pajak Penambahan Nilai (PPN) diterapkan pada harga kebutuhan pokok maka tidak menutup kemungkinan harga-harga akan naik. ""Mudah-mudahan tidak jadi diterapkan, kalau misalkan jadi ya kemungkinan harga akan naik,"" katanya Hal senada dikatakan Maman Pedagang beras. Ia menyatakan menolak keras akan rencana penerapan PPN itu, terlebih di masa pandemi ini, omzet mereka turun ""Kami menolak keras dengan terkait pajak pada sembako, udah di masa pandemi sepi pembeli di ambah pajak, akan semakin menyengsarakan pedagang ecer seperti kami,"" tegasnya. Penolakan ini diamini oleh pembeli. ""Janganlah, kasian masyarakat kecil. Uang belanja semakin berkurang,"" imbuh Ratna. Diketahui, pemerintah berencana mengenakan PPN terhadap barang kebutuhan pokok. Jenis kebutuhan pokok yang akan dikenai PPN masuk dalam kategori sangat dibutuhkan masyarakat, seperti beras dan gabah, jagung, sagu, kedelai, garam konsumsi, daging, telur, susu, buah-buahan, sayur-sayuran, umbi-umbian, bumbu-bumbuan, dan gula konsumsi. PPN juga akan dikenakan terhadap barang hasil pertambangan atau pengeboran yang diambil langsung dari sumbernya, seperti emas, batu bara, hasil mineral bumi lainnya, serta minyak dan gas bumi. Adapun kebijakan itu akan tertuang dalam perluasan objek PPN yang diatur dalam revisi Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP)."
https://finance.detik.com/berita-ekonomi-bisnis/d-5602957/andre-rosiade-tegaskan-tolak-kebijakan-ppn-sembako,Andre Rosiade Tegaskan Tolak Kebijakan PPN Sembako,"Sabtu, 12 Jun 2021 10:43 WIB","Anggota Komisi VI DPR RI yang membidangi urusan perdagangan dan UKM, Andre Rosiade menegaskan kebijakan PPN sembako yang dikeluarkan oleh Menteri Keuangan Sri Mulyani itu sangat menyengsarakan rakyat kecil. Apalagi kebijakan tersebut digulirkan di masa pandemi COVID-19 dan situasi perekonomian saat ini yang sedang sulit. ""Dengan tegas saya menolak kebijakan PPN sembako ini. Ini sangat menyengsarakan rakyat kecil di tengah kondisi yang serba sulit seperti ini,"" tegas Andre dalam keterangannya, Sabtu (11/6/2021). Andre menegaskan saat ini banyak pekerja yang beralih profesi menjadi pedagang berskala mikro atau UMKM untuk memenuhi kehidupannya sehari-hari. Apalagi kita mengetahui bahwa UMKM ini menjadi penggerak ekonomi yang lesu di tengah krisis saat ini. ""UMKM di tengah krisis itu tampil menjadi penggerak dari ekonomi yang lesu, kalau sembako dikenakan PPN ini sama saja Menteri Keuangan menjadi vampir yang sangat menakutkan bagi rakyat Indonesia,"" ujarnya. Politisi Partai Gerindra ini berharap agar Menteri Keuangan Sri Mulyani tidak mengeluarkan kebijakan yang semena-mena serta tidak manusiawi kepada rakyat Indonesia. Menurutnya, kebijakan Menteri Keuangan itu hanya sekadar berpikir untuk meningkatkan pendapatan negara saja, tapi tidak memikirkan kondisi rakyat kecil yang ada di bawah. ""Pengenaan PPN itu akan membuat harga sembako naik, ini akan memberatkan masyarakat. Apalagi sifat sembako yang inelastis, kenaikannya berpotensi menurunkan daya beli. Saat ini pedagang pasar sedang mengalami kondisi sulit karena hantaman COVID-19, lebih dari 50% omzet dagang turun,"" tegas Andre. Seperti diketahui, masyarakat dari berbagai lapisan menolak rencana pemerintah mengenakan pajak pertambahan nilai atau PPN atas barang bahan pokok atau sembako dari sektor pertanian, perkebunan, kehutanan, peternakan, dan perikanan. Kebijakan itu tertuang dalam rencana perluasan objek PPN yang diatur di Revisi Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP)."
https://news.detik.com/berita/d-5602905/asosiasi-pengusaha-hiburan-soal-wacana-ppn-naik-kami-hanya-bisa-menangis,Asosiasi Pengusaha Hiburan soal Wacana PPN Naik: Kami Hanya Bisa Menangis,"Sabtu, 12 Jun 2021 09:24 WIB","Asosiasi Pengusaha Hiburan Jakarta (Asphija) turut buka suara terkait nasib para pekerja hiburan malam mendengar wacana pemerintah akan menaikkan PPN hingga memberlakukan pajak pada pendidikan hingga sembako. Asphija menyebut para pekerja hiburan tidak tahu lagi harus berbuat apa di tengah kondisi saat ini selain menangis. ""Tanggapan kami, saya dan rekan-rekan semua, rekan-rekan pengusaha, rekan-rekan pekerja, dan rekan-rekan lain dari para pekerja yang terdampak dari usaha kami, kami betul-betul nggak tahu harus bicara apa selain menangis,"" kata Ketua Asphija Hana Suryani saat dihubungi, Jumat (11/6/2021). Hana menjelaskan alasan puluhan ribu pekerja hiburan malam keberatan dengan wacana pemerintah tersebut. Menurutnya, saat ini para pekerja belum mendapatkan solusi terkait pekerjaan. Bahkan, kata dia, para pekerja juga kesulitan mempertahankan hidup. ""Karena dari sisi kami saja yang kalau dilihat dari besarnya bagian dari masyarakat, dan kami hanya berapa persennya saja itu dihitung, kami sudah ada puluhan ribu. Nah, dari dampak itu aja buat kami sangat-sangat membuat kami menangis. Kenapa? Karena sampai saat ini di industri kami sendiri sampai saat ini belum ada solusi, khususnya Jakarta ya, belum ada solusi bagaimana masih banyak ribuan pekerja yang masih belum bisa bekerja, yang mana kami saat ini sedang berjuang mempertahankan hidup kami, berjuang bagaimana mempertahankan hidup kami yang sangat morat-marit ini yang tidak ada pekerjaan. Kewajiban hidup, tuntutan hidup, jalan terus, tapi kami tidak ada pemasukan,"" jelasnya. Lebih lanjut, Hana mengaku heran lantaran sejauh ini pemerintah cenderung hanya memikirkan persoalan kesehatan. Kemudian, kata dia, di tengah ekonomi yang saat ini sudah mulai meningkat, tiba-tiba pemerintah memberikan pajak di sejumlah sektor. ""Ketika kita baru saja mau bergerak secara ekonomi, tiba-tiba ada wacana pajak akan dinaikkan, lalu kami mau kapan sempatnya kami untuk bernapas? Rakyat kecil ini mau kapan dikasih kesempatan oleh pemerintah untuk menggerakkan ekonomi? Kembali yang sangat berderit ini rodanya, dan kesempatan kami lalu kapan?"" tanya dia. ""Baru saja kami baru mau memulai karena beberapa usaha sudah mulai menggeliat, tiba tiba ada wacana kenaikan PPN,"" lanjutnya. Simak selengkapnya di halaman berikutnya.  Simak Video: Daftar Bahan Pokok yang Kena Pajak PPN 12%  [Gambas:Video 20detik]  
"
https://news.detik.com/berita/d-5602898/kspi-wacana-ppn-naik-pajak-pendidikan-sembako-cekik-rakyat,"KSPI: Wacana PPN Naik, Pajak Pendidikan-Sembako Cekik Rakyat!","Sabtu, 12 Jun 2021 09:13 WIB","Konfederasi Serikat Pekerja Indonesia (KSPI) memastikan wacana pemberian pajak pertambahan nilai (PPN) pada pendidikan hingga bahan pokok akan memberatkan bagi para buruh. KSPI mengaku heran terhadap keinginan pemerintah yang hendak mencari uang dengan mencekik rakyatnya sendiri. ""Sangat memberatkan karena pengenaan PPN terhadap sembako dan pendidikan akan menaikkan harga barang dan jasa tersebut, padahal upah tidak mengalami kenaikan. Dengan kata lain, upah tetap tapi harga barang naik, sehingga menurunkan daya beli masyarakat, termasuk buruh,"" kata Ketua KSPI Said Iqbal saat dihubungi, Jumat (11/6/2021). Said menyebut pihak buruh merasa heran terhadap kebijakan menaikkan PPN sembako hingga pendidikan di tengah situasi saat ini. Menurutnya, pemerintah seperti membutuhkan uang dengan cara mencekik rakyat. ""Kebijakan menaikkan PPN sembako dan pendidikan sangat aneh dan mencederai rasa keadilan rakyat dan bersifat kolonial. Negara butuh uang tapi mencekik rakyat dengan pajak tersebut, sedangkan orang diberi penurunan pajak mobil PPnBM nol persen, tax holiday, dan tax amnesty,"" ucapnya. Said memastikan seluruh buruh di Indonesia akan terus-menerus melakukan aksi jika wacana pemberlakuan PPN pendidikan hingga sembako dilaksanakan pemerintah. Dia memastikan uji materiil terhadap UU tersebut juga akan dilakukan jika betul-betul disahkan. ""Buruh akan melakukan aksi unjuk rasa serempak di seluruh Indonesia terus-menerus bilamana rencana PPN sembako dan pendidikan akan dilaksanakan pemerintah. Buruh juga akan melakukan uji materiil bila UU tersebut disahkan,"" ujarnya. Sebelumnya, dalam draf RUU Revisi UU No 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan yang diterima oleh detikcom, Kamis (10/6/2021), disebutkan rencana pemungutan PPN dalam jasa pendidikan tertuang dalam Pasal 4A. Pasal tersebut menghapus jasa pendidikan sebagai jasa yang tidak dikenai PPN. Begitu juga sembako alias sembilan bahan pokok yang dihapus dalam pasal tersebut. Begini bunyi pasalnya: (Draf RUU) (3) Jenis jasa yang tidak dikenai Pajak Pertambahan Nilai yakni jasa tertentu dalam kelompok jasa sebagai berikut:a. dihapus;b. dihapus;c. dihapus;d. dihapus;e. dihapus;f. jasa keagamaan, meliputi jasa yang diberikan oleh penceramah agama atau pengkhotbah dan kegiatan pelayanan ibadah keagamaan yang diselenggarakan rumah ibadah;g. dihapus;  Lihat juga Video: Sekolah Bakal Dipungut Pajak, Pengelola PAUD Teriak  [Gambas:Video 20detik] "
https://finance.detik.com/berita-ekonomi-bisnis/d-5602783/geger-rencana-pajak-sembako-sekolah-stafsus-sri-mulyani-beri-penjelasan,"Geger Rencana Pajak Sembako-Sekolah, Stafsus Sri Mulyani Beri Penjelasan","Sabtu, 12 Jun 2021 08:30 WIB","Pemerintah buka suara soal hebohnya rencana pengenaan pajak pertambahan nilai (PPN) pada sembako hingga jasa pendidikan dan kesehatan. Ditegaskan, rencana ini baru wacana dan tidak akan diterapkan dalam waktu dekat. Staf khusus (Stafsus) Menteri Keuangan Sri Mulyani Indrawati, Yustinus Prastowo menjelaskan penerapan PPN tersebut bukan untuk saat ini, melainkan setelah kondisi ekonomi nasional pulih dari imbas pandemi COVID-19 ""Kami komitmen, penyesuaian-penyesuaian yang dilakukan tidak akan terjadi saat masa pandemi. Kita mau ekonomi benar-benar pulih, sekarang saat ini kita siapkan semuanya. Tidak benar kalau ada pajak sembako dalam waktu dekat, jasa pendidikan, kesehatan, besok atau lusa, bulan depan, atau tahun ini dipajaki, tidak,"" ungkap Yustinus, dalam webinar Narasi Institut, Jumat (11/6/2021). Dia mengatakan sampai saat ini pun RUU Perubahan Kelima Atas Undang-undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP) sama sekali belum dibahas di DPR. ""RUU ini masih di pimpinan DPR bahkan belum diparipurnakan dan belum sama sekali dibahas, kami dengarkan saja aspirasi banyak pihak saat ini,"" tegas Yustinus. Di sisi lain, pemerintah bukan mau memajaki sembako hingga jasa pendidikan lewat penerapan PPN, melainkan menggeser paradigma pajak atas penjualan nilai ke pajak atas barang dan jasa. Dengan begitu semua hal memang bisa menjadi objek pajak PPN. ""Tidak ada PPN sembako, atau pendidikan, ini adalah upaya desain yang lebih komprehensif dan menggeser paradigma pajak atas penjualan nilai ke pajak atas barang dan jasa, pada dasarnya semua barang jasa dapat jadi objek PPN,"" papar Yustinus. Tapi bukan berarti penerapan PPN akan dilakukan pada barang sembako dan kebutuhan pokok. Memang barang-barang ini menjadi objek PPN, namun pemerintah bisa saja mengecualikan dan memberikan fasilitas khusus untuk sembako hingga jasa pendidikan. Misalnya saja menjadikannya PPN 0%. Yang penting menurutnya adalah barang dan jasa ini bisa dicatat sebagai objek pajak PPN. ""Bahan kebutuhan pokok juga bisa jadi objek PPN, tapi ada UU atau aturan pemerintah bisa dikecualikan dan diberikan fasilitas. Dengan menjadikan mereka objek pajak, meski dikenai pajak 0% itu bisa dicatat administrasi perpajakan kita,"" ungkap Yustinus. ""Seperti sekarang kita tidak tahu siapa pengusahanya, siapa yang beli, dan siapa yang jual. Itu motivasinya bukan berarti mengejar pajak tersebut,"" lanjutnya. Yustinus juga mengatakan ada skema PPN baru yang membuat perpajakan makin adil. Seperti apa? Langsung klik halaman berikutnya."
https://news.detik.com/berita/d-5602880/sembako-bakal-kena-pajak-mui-minta-pemerintah-berpikir-100-kali,"Sembako Bakal Kena Pajak, MUI Minta Pemerintah Berpikir 100 Kali","Sabtu, 12 Jun 2021 08:28 WIB","Majelis Ulama Indonesia (MUI) meminta pemerintah berpikir 100 kali sebelum menerapkan pajak pertambahan nilai (PPN) bahan pokok warga. MUI menyebut 50 juta warga bakal terdampak jika kebijakan ini betul-betul terlaksana. Wakil Ketua Umum MUI Anwar Abbas awalnya menjelaskan dampak yang akan terjadi jika pajak dikenakan pada sembako warga. Menurutnya, dampak itu akan semakin parah, khususnya di tengah kondisi pandemi saat ini. ""Kalau sembako akan dikenai PPN, dampaknya tentu saja harga-harga sembako akan naik. Sebenarnya harga sembako naik tidak jadi masalah asalkan daya beli masyarakat tinggi. Cuma yang menjadi persoalan sekarang, karena pandemi COVID-19, usaha dan pendapatan masyarakat menurun,"" kata Anwar saat dihubungi, Jumat (11/6/2021). Anwar memastikan warga miskinlah yang akan paling terdampak dari kebijakan penerapan PPN ini. Dia pun mewanti-wanti pemerintah bahwa akan ada setidaknya 50 juta warga miskin yang akan terdampak langsung dari segi kesejahteraan hingga kesehatan dengan kebijakan ini. ""Jadi mungkin tidak kurang 40-50 juta orang akan menjerit dibuatnya karena akibat dari kebijakan ini akan membuat mereka menjadi tidak lagi mampu untuk memenuhi kebutuhan pokoknya. Dan bila itu yang terjadi, tentu saja tingkat kesejahteraan mereka jelas akan menurun dan kesehatan mereka jelas akan terancam,"" ucapnya. ""Bahkan tidak mustahil anak-anak mereka akan kekurangan gizi dan akan menyebabkan terjadinya stunting, yaitu kondisi gagal tumbuh pada tubuh dan otak akibat kekurangan gizi dalam waktu yang lama, sehingga anak lebih pendek dari anak normal seusianya dan memiliki keterlambatan dalam berpikir. Dan bila itu yang terjadi, hal demikian jelas-jelas akan sangat-sangat merugikan bangsa tidak hanya untuk hari ini, tapi juga untuk masa depan,"" lanjutnya. Atas dasar itulah, Anwar mendesak pemerintah untuk berpikir 100 kali jika hendak memberlakukan pajak pada sembako. Dia lantas mengingatkan tugas negara seharusnya menyejahterakan rakyatnya. ""Oleh karena itu, masalah pengenaan PPN terhadap sembako ini hendaknya benar-benar dipikirkan 100 kali oleh pemerintah, apalagi kalau kita kaitkan dengan amanat konstitusi, di mana tugas negara dan/atau pemerintah adalah melindungi dan menyejahterakan rakyat. Bahkan, di dalam Pasal 33 UUD 1945, negara dan/atau pemerintah diminta dan dituntut untuk bisa menciptakan sebesar-besar kemakmuran bagi rakyat, dan pengenaan PPN ini malah bisa membuat yang terjadi adalah sebaliknya,"" tegasnya. Simak selengkapnya di halaman berikutnya. 
"
https://news.detik.com/berita/d-5602858/pbnu-tolak-ppn-pendidikan-sembako-jauh-dari-spirit-uud-1945,PBNU Tolak PPN Pendidikan-Sembako: Jauh dari Spirit UUD 1945,"Sabtu, 12 Jun 2021 08:15 WIB","PBNU buka suara terkait rencana pemerintah memberlakukan pajak pertambahan nilai (PPN) untuk sektor pendidikan hingga sembako. Bukan hanya tidak tepat, PBNU menyebut tindakan tersebut bertentangan dengan cita-cita luhur UUD 1945. Hal tersebut disampaikan oleh Sekjen PBNU Helmy Faishal, yang menjelaskan cita-cita luhur UUD 1945 salah satunya terkait mencerdaskan kehidupan bangsa. Dengan demikian, Helmy menyebut seharusnya negara berikhtiar untuk memenuhi cita-cita tersebut dengan kebijakan yang berpihak pada rakyat. ""Pada prinsipnya, sebagaimana yang tertuang dalam Pembukaan UUD 1945, salah satu cita-cita luhur bangsa Indonesia adalah 'mencerdaskan kehidupan bangsa'. Maka negara sebagaimana spirit dalam UUD 1945 harus melakukan ikhtiar-ikhtiar nyata melalui kebijakan yang berpihak kepada rakyat,"" kata Helmy saat dihubungi, Jumat (11/6/2021). Helmy menambahkan pemerintah sudah seharusnya menyelenggarakan pendidikan secara inklusif. Artinya, kata dia, semua pihak harus bisa mengakses pendidikan. ""Sudah semestinya pendidikan harus diselenggarakan dengan watak inklusif. Siapa pun memiliki hak untuk dapat mengakses pendidikan. Maka, harapan bagi terwujudnya education for all (pendidikan untuk semua) adalah suatu keniscayaan,"" ucapnya. Dia pun mengingatkan agar pemerintah berhati-hati mengambil kebijakan yang bisa berdampak pada masyarakat luas. Menurutnya, setiap keputusan yang diambil pemerintah seharusnya berdasarkan kemaslahatan masyarakat. ""Sebagai dasar pengambilan keputusan, pemerintah harus berpijak pada filosofi bahwa setiap kebijakannya berbasis pada kemaslahatan rakyat. Dalam kaidah fikih disebutkan 'tashorruful imam alā raiyyah manthun bil maslahah' (kebijakan seorang pemimpin harus didasarkan pada kemaslahatan bagi rakyat),"" ujarnya. Simak selengkapnya di halaman berikutnya. 
"
https://news.detik.com/berita/d-5602830/ini-dampak-sosial-jika-ppn-naik-pajak-pendidikan-sembako-diterapkan,"Ini Dampak Sosial Jika PPN Naik, Pajak Pendidikan-Sembako Diterapkan","Sabtu, 12 Jun 2021 07:30 WIB","Pemerintah berencana memberlakukan pajak pertambahan nilai (PPN) di sektor pendidikan hingga kebutuhan bahan pokok. Ternyata kebijakan pemerintah ini bisa memberikan dampak sosial ke masyarakat. Hal tersebut diungkapkan oleh sosiolog dari Universitas Nasional, Sigit Rohadi. Awalnya Sigit menjelaskan dampak langsung yang bisa terjadi pada masyarakat jika bahan-bahan pokok dikenai PPN. ""Kalau itu dilaksanakan, betul-betul dilaksanakan pengenaan pajak, tentu akan memberatkan masyarakat bawah, masyarakat yang selama ini menikmati atau mengkonsumsi barang-barang, katakanlah sembako dengan pendapatan yang pas-pasan,"" kata Sigit saat dihubungi, Jumat (11/6/2021). Sigit lantas mengungkap fakta di mana masyarakat yang berada di garis kemiskinan dan turun di bawah garis kemiskinan menghabiskan 60-70 persen pendapatannya untuk kebutuhan pokok. Dengan demikian, jika pajak dikenakan pada bahan pokok tersebut, kualitas hidup masyarakat akan menurun. ""Kalau barang-barang kebutuhan pokok dikenai pajak, tentu pengeluaran untuk kebutuhan pokok akan berlipat-lipat sehingga mereka akan tidak mampu memenuhi kebutuhan barang sekunder atau tersier. Kalau itu (pajak) betul diterapkan bisa dipastikan kualitas hidup masyarakat yang lapisan bawah akan semakin menurun, angka kemiskinan akan meningkat lebih cepat dibandingkan periode periode sebelumnya,"" ucapnya. Tak hanya itu, Sigit juga menjelaskan dampak sosial pada sektor pendidikan jika wacana PPN pendidikan juga diterapkan oleh pemerintah. Dia mengungkap kondisi murid dengan keluarga menengah ke bawah akan semakin terimpit jika itu benar-benar diterapkan. ""Dengan demikian, anak-anak yang masyarakatnya berpendapatan menengah ke bawah itu hanya kebagian sekolah yang kurang kompetitif dan sekolah swasta. Kalau sekolah juga dikenai pajak, mereka mendapat pukulan 2 atau 3 kali lipat untuk pengeluaran. Ini yang semestinya dipertimbangkan dengan serius para pembuat kebijakan di Kemenkeu,"" ujarnya. Simak selengkapnya di halaman berikutnya.  Tonton Video: Sekolah Bakal Dipungut Pajak, Pengelola PAUD Teriak  [Gambas:Video 20detik]  
"
