,product_name,brand_name,RAM,ResolusiKamera,UkuranLayar,KapasitasBaterai,release_date,display_name,price_mean_new,price_mean_used,price_max,price_min
0,A9 2020 8GB,OPPO,8 GB,48 MP,6.5 inch,5000 mAh,2019.0,OPPO A9 2020 8GB,2992419.4444444445,0,2925000,0
1,Y12 RAM 3GB ROM 64GB,Vivo,3 GB,13 MP,6.35 inch,5000 mAh,2019.0,Vivo Y12 RAM 3GB ROM 64GB,1565774.53125,0,1824000,0
2,A12 RAM 3GB ROM 32GB,OPPO,3 GB,13 MP,6.22 inch,4230 mAh,2020.0,OPPO A12 RAM 3GB ROM 32GB,1730596.1538461538,0,1699000,0
3,A92,OPPO,8 GB,48 MP,5.6 inch,5000 mAh,2020.0,OPPO A92,3434992.3,0,3550000,0
4,Y50,Vivo,8 GB,16 MP,6.53 inch,5000 mAh,2020.0,Vivo Y50,3206588.461538461,0,3174000,0
5,Redmi Note 9 Pro RAM 8GB ROM 128GB,Xiaomi,8 GB,64 MP,6.67 inch,5020 mAh,2020.0,Xiaomi Redmi Note 9 Pro RAM 8GB ROM 128GB,3708061.2244897964,0,3800000,0
6,Z1 Pro RAM 6GB ROM 128GB,Vivo,6 GB,16 MP,6.53 inch,5000 mAh,2019.0,Vivo Z1 Pro RAM 6GB ROM 128GB,2876131.1111111115,0,2550000,0
7,5i RAM 4GB ROM 64GB,Realme,4 GB,12 MP,6.52 inch,5000 mAh,2019.0,Realme 5i RAM 4GB ROM 64GB,1794462.4260355032,0,1874800,0
8,A5s RAM 3GB ROM 32GB,OPPO,3 GB,13 MP,6.2 inch,4230 mAh,2019.0,OPPO A5s RAM 3GB ROM 32GB,1547476.4976303317,0,1550000,0
9,Redmi 8 RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,6.22 inch,5000 mAh,2019.0,Xiaomi Redmi 8 RAM 4GB ROM 64GB,1641683.333333333,0,1550000,0
10,Y17,Vivo,4 GB,13 MP,6.35 inch,5000 mAh,2019.0,Vivo Y17,1945456.111111111,0,1749000,0
11,Redmi Note 7 RAM 4GB ROM 64GB,Xiaomi,4 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 7 RAM 4GB ROM 64GB,1838200.4784689,0,1775000,1675000
12,Galaxy A20S RAM 4GB ROM 64GB,Samsung,4 GB,13 MP,6.5 inch,4000 mAh,2019.0,Samsung Galaxy A20S RAM 4GB ROM 64GB,2113081.666666666,0,2200000,0
13,Galaxy A20,Samsung,3 GB,13 MP,6.4 inch,4000 mAh,2019.0,Samsung Galaxy A20,1763438.333333333,0,1900000,0
14,V19 128GB,Vivo,8 GB,48 MP,6.44 inch,4500 mAh,2020.0,Vivo V19 128GB,3724450.3740458004,0,3499000,0
15,5 Pro RAM 4GB ROM 128GB,Realme,4 GB,48 MP,6.3 inch,4035 mAh,2019.0,Realme 5 Pro RAM 4GB ROM 128GB,2463498.611111111,0,2549000,0
16,F9 RAM 4GB,OPPO,4 GB,16 MP,6.3 inch,3500 mAh,2018.0,OPPO F9 RAM 4GB,1706942.2222222222,0,1650000,0
17,C11 RAM 2GB ROM 32GB,Realme,2 GB,13 MP,6.5 inch,5000 mAh,2020.0,Realme C11 RAM 2GB ROM 32GB,1506031.25,0,1489000,0
18,iPhone 7 Plus 128GB,Apple,3 GB,12 MP,5.5 inch,2900 mAh,2016.0,Apple iPhone 7 Plus 128GB,4597476.3059210535,0,5300000,4150000
19,A5 2020 RAM 4GB ROM 128GB,OPPO,4 GB,12 MP,6.5 inch,5000 mAh,2019.0,OPPO A5 2020 RAM 4GB ROM 128GB,2316569.277777778,0,2399000,0
20,Redmi 5A RAM 3GB ROM 32GB,Xiaomi,3 GB,13 MP,5 inch,3000 mAh,2017.0,Xiaomi Redmi 5A RAM 3GB ROM 32GB,1008049.7512437813,0,945000,0
21,A9 2020 8GB,OPPO,8 GB,48 MP,6.5 inch,5000 mAh,2019.0,OPPO A9 2020 8GB,2992419.4444444445,0,2925000,0
22,Y12 RAM 3GB ROM 64GB,Vivo,3 GB,13 MP,6.35 inch,5000 mAh,2019.0,Vivo Y12 RAM 3GB ROM 64GB,1565774.53125,0,1824000,0
23,A12 RAM 3GB ROM 32GB,OPPO,3 GB,13 MP,6.22 inch,4230 mAh,2020.0,OPPO A12 RAM 3GB ROM 32GB,1730596.1538461538,0,1699000,0
24,A92,OPPO,8 GB,48 MP,5.6 inch,5000 mAh,2020.0,OPPO A92,3434992.3,0,3550000,0
25,Y50,Vivo,8 GB,16 MP,6.53 inch,5000 mAh,2020.0,Vivo Y50,3206588.461538461,0,3174000,0
26,Redmi Note 9 Pro RAM 8GB ROM 128GB,Xiaomi,8 GB,64 MP,6.67 inch,5020 mAh,2020.0,Xiaomi Redmi Note 9 Pro RAM 8GB ROM 128GB,3708061.2244897964,0,3800000,0
27,Z1 Pro RAM 6GB ROM 128GB,Vivo,6 GB,16 MP,6.53 inch,5000 mAh,2019.0,Vivo Z1 Pro RAM 6GB ROM 128GB,2876131.1111111115,0,2550000,0
28,5i RAM 4GB ROM 64GB,Realme,4 GB,12 MP,6.52 inch,5000 mAh,2019.0,Realme 5i RAM 4GB ROM 64GB,1794462.4260355032,0,1874800,0
29,A5s RAM 3GB ROM 32GB,OPPO,3 GB,13 MP,6.2 inch,4230 mAh,2019.0,OPPO A5s RAM 3GB ROM 32GB,1547476.4976303317,0,1550000,0
30,Redmi 8 RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,6.22 inch,5000 mAh,2019.0,Xiaomi Redmi 8 RAM 4GB ROM 64GB,1641683.333333333,0,1550000,0
31,Y17,Vivo,4 GB,13 MP,6.35 inch,5000 mAh,2019.0,Vivo Y17,1945456.111111111,0,1749000,0
32,Redmi Note 7 RAM 4GB ROM 64GB,Xiaomi,4 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 7 RAM 4GB ROM 64GB,1838200.4784689,0,1775000,1675000
33,Galaxy A20S RAM 4GB ROM 64GB,Samsung,4 GB,13 MP,6.5 inch,4000 mAh,2019.0,Samsung Galaxy A20S RAM 4GB ROM 64GB,2113081.666666666,0,2200000,0
34,Galaxy A20,Samsung,3 GB,13 MP,6.4 inch,4000 mAh,2019.0,Samsung Galaxy A20,1763438.333333333,0,1900000,0
35,V19 128GB,Vivo,8 GB,48 MP,6.44 inch,4500 mAh,2020.0,Vivo V19 128GB,3724450.3740458004,0,3499000,0
36,5 Pro RAM 4GB ROM 128GB,Realme,4 GB,48 MP,6.3 inch,4035 mAh,2019.0,Realme 5 Pro RAM 4GB ROM 128GB,2463498.611111111,0,2549000,0
37,F9 RAM 4GB,OPPO,4 GB,16 MP,6.3 inch,3500 mAh,2018.0,OPPO F9 RAM 4GB,1706942.2222222222,0,1650000,0
38,C11 RAM 2GB ROM 32GB,Realme,2 GB,13 MP,6.5 inch,5000 mAh,2020.0,Realme C11 RAM 2GB ROM 32GB,1506031.25,0,1489000,0
39,iPhone 7 Plus 128GB,Apple,3 GB,12 MP,5.5 inch,2900 mAh,2016.0,Apple iPhone 7 Plus 128GB,4597476.3059210535,0,5300000,4150000
40,A5 2020 RAM 4GB ROM 128GB,OPPO,4 GB,12 MP,6.5 inch,5000 mAh,2019.0,OPPO A5 2020 RAM 4GB ROM 128GB,2316569.277777778,0,2399000,0
41,Redmi 5A RAM 3GB ROM 32GB,Xiaomi,3 GB,13 MP,5 inch,3000 mAh,2017.0,Xiaomi Redmi 5A RAM 3GB ROM 32GB,1008049.7512437813,0,945000,0
42,A5 2020 RAM 3GB ROM 64GB,OPPO,3 GB,12 MP,6.5 inch,5000 mAh,2019.0,OPPO A5 2020 RAM 3GB ROM 64GB,1912324.4444444443,0,2000000,0
43,Y91C,Vivo,2 GB,12 MP,6.22 inch,4030 mAh,2019.0,Vivo Y91C,1185802.083333333,0,1249000,0
44,Redmi Note 8 RAM 4GB ROM 64GB,Xiaomi,4 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 8 RAM 4GB ROM 64GB,2071260.0,0,2080000,0
45,Y30,Vivo,4 GB,13 MP,6.57 inch,5000 mAh,2020.0,Vivo Y30,2385012.6582278484,0,2239000,0
46,Mi 8 64GB,Xiaomi,6 GB,12 MP,6.21 inch,3400 mAh,2018.0,Xiaomi Mi 8 64GB,3586561.1111111115,0,3500000,0
47,F5 RAM 4GB ROM 32GB,OPPO,4 GB,16 MP,6 inch,3200 mAh,2017.0,OPPO F5 RAM 4GB ROM 32GB,1618377.3280423281,0,1370000,0
48,Galaxy A51 RAM 6GB ROM 128GB,Samsung,6 GB,48 MP,6.5 inch,4000 mAh,2020.0,Samsung Galaxy A51 RAM 6GB ROM 128GB,3929787.3456790117,0,4200000,0
49,Redmi Note 8 RAM 6GB ROM 128GB,Xiaomi,6 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 8 RAM 6GB ROM 128GB,2534564.4444444445,0,2635000,0
50,V15 Pro 6GB,Vivo,6 GB,48 MP,6.39 inch,3700 mAh,2019.0,Vivo V15 Pro 6GB,2822058.333333333,0,1959000,0
51,Redmi 6A RAM 2GB ROM 16GB,Xiaomi,2 GB,13 MP,5.45 inch,3000 mAh,2018.0,Xiaomi Redmi 6A RAM 2GB ROM 16GB,921111.1111111112,0,850000,0
52,A31 (2020) RAM 4GB ROM 128GB,OPPO,4 GB,12 MP,6.5 inch,4230 mAh,2020.0,OPPO A31 (2020) RAM 4GB ROM 128GB,2252254.238410596,0,2300000,0
53,6 Pro RAM 8GB ROM 128GB,Realme,8 GB,64 MP,6.6 inch,4300 mAh,2020.0,Realme 6 Pro RAM 8GB ROM 128GB,3725017.48245614,0,3479000,0
54,iPhone 7 Plus 32GB,Apple,2 GB,12 MP,5.5 inch,2900 mAh,2016.0,Apple iPhone 7 Plus 32GB,3813639.330543933,0,4800000,2890000
55,Redmi Note 8 Pro RAM 6GB ROM 64GB,Xiaomi,6 GB,64 MP,6.53 inch,4500 mAh,2019.0,Xiaomi Redmi Note 8 Pro RAM 6GB ROM 64GB,2845700.0,0,2779000,0
56,C2 RAM 3GB ROM 32GB,Realme,3 GB,13 MP,6.1 inch,4000 mAh,2019.0,Realme C2 RAM 3GB ROM 32GB,1267229.569892473,0,1279000,0
57,Galaxy M20 RAM 3GB ROM 32GB,Samsung,3 GB,13 MP,6.3 inch,5000 mAh,2019.0,Samsung Galaxy M20 RAM 3GB ROM 32GB,1773903.645833333,0,1623600,0
58,HOT 8 RAM 4GB ROM 64GB,Infinix,4 GB,13 MP,6.52 inch,5000 mAh,2019.0,Infinix HOT 8 RAM 4GB ROM 64GB,1403690.4522613066,0,1520000,0
59,Zenfone Max Pro M1 ZB602KL RAM 3GB ROM 32GB,ASUS,3 GB,13 MP,5.99 inch,5000 mAh,2018.0,ASUS Zenfone Max Pro M1 ZB602KL RAM 3GB ROM 32GB,1450926.0555555557,0,1400000,0
60,Redmi Note 7 Pro RAM 6GB ROM 128GB,Xiaomi,6 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 7 Pro RAM 6GB ROM 128GB,2435044.4444444445,0,2000000,0
61,5 Pro RAM 8GB ROM 128GB,Realme,8 GB,48 MP,6.3 inch,4035 mAh,2019.0,Realme 5 Pro RAM 8GB ROM 128GB,2908439.8888888885,0,2979000,0
62,Smart 4 RAM 2GB ROM 32GB,Infinix,2 GB,8 MP,6.6 inch,4000 mAh,2019.0,Infinix Smart 4 RAM 2GB ROM 32GB,1035738.8888888888,0,1080000,0
63,iPhone X 256GB,Apple,3 GB,12 MP,5.8 inch,2716 mAh,2017.0,Apple iPhone X 256GB,8857681.981981983,0,10999000,8250000
64,Galaxy A10s,Samsung,2 GB,13 MP,6.2 inch,4000 mAh,2018.0,Samsung Galaxy A10s,1397545.1754385964,0,1350000,0
65,Galaxy M21 RAM 4GB ROM 64GB,Samsung,4 GB,48 MP,6.4 inch,6000 mAh,2020.0,Samsung Galaxy M21 RAM 4GB ROM 64GB,2901383.561643836,0,2679000,0
66,Galaxy A70 RAM 8GB,Samsung,8 GB,32 MP,6.7 inch,4500 mAh,2019.0,Samsung Galaxy A70 RAM 8GB,4974260.0,0,4350000,0
67,Reno 3,OPPO,8 GB,48 MP,6.4 inch,4025 mAh,2020.0,OPPO Reno 3,4661421.487603306,0,4350000,0
68,F11 RAM 4GB ROM 128GB,OPPO,4 GB,48 MP,6.53 inch,4000 mAh,2019.0,OPPO F11 RAM 4GB ROM 128GB,2511017.712177121,0,2499000,0
69,Galaxy M31 RAM 6GB ROM 128GB,Samsung,6 GB,64 MP,6.4 inch,,2020.0,Samsung Galaxy M31 RAM 6GB ROM 128GB,3457068.0517241373,0,3448999,0
70,6 RAM 8GB ROM 128GB,Realme,8 GB,64 MP,6.5 inch,4200 mAh,2020.0,Realme 6 RAM 8GB ROM 128GB,3322807.01754386,0,3299000,0
71,Pocophone F1 128GB,Xiaomi,6 GB,12 MP,6.18 inch,4000 mAh,2018.0,Xiaomi Pocophone F1 128GB,3606795.766666666,0,3699000,0
72,Mi A2 RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,5.99 inch,3000 mAh,2018.0,Xiaomi Mi A2 RAM 4GB ROM 64GB,1565894.4444444443,0,1675000,0
73,iPhone XR 128GB,Apple,3 GB,12 MP,6.1 inch,2716 mAh,2018.0,Apple iPhone XR 128GB,9010616.666666666,0,8700000,8550000
74,iPhone 8 Plus 256GB,Apple,3 GB,12 MP,5.5 inch,2900 mAh,2017.0,Apple iPhone 8 Plus 256GB,6884317.535545024,0,7300000,6499000
75,F7 RAM 4GB ROM 64GB,OPPO,4 GB,16 MP,6.23 inch,3400 mAh,2018.0,OPPO F7 RAM 4GB ROM 64GB,2306244.788888889,0,2046110,0
76,A3s 32GB,OPPO,3 GB,13 MP,6.2 inch,4230 mAh,2018.0,OPPO A3s 32GB,1403972.2111111109,0,1578000,0
77,6.1 Plus 4GB,Nokia,4 GB,16 MP,5.8 inch,3060 mAh,2018.0,Nokia 6.1 Plus 4GB,2107540.0,0,2020000,0
78,Redmi Note 8 RAM 3GB ROM 32GB,Xiaomi,3 GB,48 MP,6.3 inch,4000 mAh,2019.0,Xiaomi Redmi Note 8 RAM 3GB ROM 32GB,1889677.7777777775,0,1870000,0
79,iPhone 8 Plus 64GB,Apple,3 GB,12 MP,5.5 inch,2900 mAh,2017.0,Apple iPhone 8 Plus 64GB,5958824.644549763,0,6200000,6000000
80,Redmi Note 6 Pro RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,6.26 inch,4000 mAh,2018.0,Xiaomi Redmi Note 6 Pro RAM 4GB ROM 64GB,1749812.5555555557,0,1525000,0
81,Galaxy A70 RAM 6GB,Samsung,6 GB,32 MP,6.7 inch,4500 mAh,2019.0,Samsung Galaxy A70 RAM 6GB,3577731.3888888885,0,3749250,0
82,Zenfone Max Pro M1 ZB602KL RAM 4GB ROM 64GB,ASUS,4 GB,13 MP,5.99 inch,5000 mAh,2018.0,ASUS Zenfone Max Pro M1 ZB602KL RAM 4GB ROM 64GB,1757454.4444444443,0,1800000,0
83,iPhone XS 256GB,Apple,4 GB,12 MP,5.8 inch,2716 mAh,2018.0,Apple iPhone XS 256GB,9435055.555555556,0,8300000,0
84,XT RAM 8GB ROM 128GB,Realme,8 GB,64 MP,6.4 inch,4000 mAh,2019.0,Realme XT RAM 8GB ROM 128GB,3381666.6611111118,0,3534000,0
85,Galaxy A10,Samsung,2 GB,13 MP,6.2 inch,3400 mAh,2019.0,Samsung Galaxy A10,1322001.5884615385,0,1470000,0
86,Galaxy A80,Samsung,8 GB,48 MP,6.7 inch,3700 mAh,2019.0,Samsung Galaxy A80,5667452.888888889,0,5100000,0
87,F5 RAM 6GB ROM 64GB,OPPO,6 GB,16 MP,6 inch,3200 mAh,2017.0,OPPO F5 RAM 6GB ROM 64GB,2173450.0,0,1520000,0
88,iPhone 7 32GB,Apple,2 GB,12 MP,4.7 inch,1960 mAh,2016.0,Apple iPhone 7 32GB,2895432.615062762,0,3500000,2500000
89,A7 RAM 4GB ROM 64GB,OPPO,4 GB,13 MP,6.2 inch,4230 mAh,2018.0,OPPO A7 RAM 4GB ROM 64GB,1941319.238095238,0,2000000,0
90,Redmi 5A RAM 2GB ROM 16GB,Xiaomi,2 GB,13 MP,5 inch,3000 mAh,2017.0,Xiaomi Redmi 5A RAM 2GB ROM 16GB,794056.6666666665,0,750000,0
91,Redmi Note 5A,Xiaomi,2 GB,13 MP,5.5 inch,3080 mAh,2017.0,Xiaomi Redmi Note 5A,778472.2222222221,0,835000,0
92,Xperia Z1 Compact D5503,Sony,2 GB,20.7 MP,4.3 inch,2300 mAh,2013.0,Sony Xperia Z1 Compact D5503,2164905.5555555555,0,1750000,0
93,Y93,Vivo,3 GB,13 MP,6.2 inch,4030 mAh,2019.0,Vivo Y93,1597902.7777777778,0,1399000,0
94,A1k,OPPO,2 GB,8 MP,6.1 inch,4000 mAh,2019.0,OPPO A1k,1310009.017094017,0,1399000,0
95,Redmi 9 64GB,Xiaomi,4 GB,13 MP,6.53 inch,5020 mAh,2020.0,Xiaomi Redmi 9 64GB,1946640.0,0,1949000,0
96,Redmi 6A RAM 3GB ROM 32GB,Xiaomi,3 GB,,5.45 inch,3000 mAh,2018.0,Xiaomi Redmi 6A RAM 3GB ROM 32GB,1357933.333333333,0,1220000,0
97,iPhone 7 128GB,Apple,2 GB,12 MP,4.7 inch,1960 mAh,2016.0,Apple iPhone 7 128GB,3378463.878326996,0,4000000,3150000
98,A31 (2020) RAM 6GB ROM 128GB,OPPO,6 GB,12 MP,6.5 inch,4230 mAh,2020.0,OPPO A31 (2020) RAM 6GB ROM 128GB,2738540.00877193,0,2650000,0
99,Redmi Note 8 Pro RAM 6GB ROM 128GB,Xiaomi,6 GB,64 MP,6.53 inch,4500 mAh,2019.0,Xiaomi Redmi Note 8 Pro RAM 6GB ROM 128GB,3006488.4944444443,0,2950000,0
100,Redmi Note 3 RAM 3GB ROM 32GB,Xiaomi,3 GB,13 MP,5.5 inch,4000 mAh,2015.0,Xiaomi Redmi Note 3 RAM 3GB ROM 32GB,786222.2222222221,0,700000,0
101,Galaxy A71 RAM 8GB,Samsung,8 GB,64 MP,6.7 inch,4500 mAh,2020.0,Samsung Galaxy A71 RAM 8GB,5531767.826086956,0,5738800,0
102,Redmi Note 9 RAM 4GB ROM 64GB,Xiaomi,4 GB,48 MP,6.53 inch,5020 mAh,2020.0,Xiaomi Redmi Note 9 RAM 4GB ROM 64GB,2426833.333333333,0,2324000,0
103,Redmi Note 6 Pro RAM 3GB ROM 32GB,Xiaomi,3 GB,12 MP,6.26 inch,4000 mAh,2018.0,Xiaomi Redmi Note 6 Pro RAM 3GB ROM 32GB,1428915.92920354,0,1340000,0
104,Y91 RAM 2GB ROM 16GB,Vivo,2 GB,13 MP,6.2 inch,4030 mAh,2018.0,Vivo Y91 RAM 2GB ROM 16GB,1362230.5555555557,0,1250000,0
105,C3 RAM 3GB ROM 32GB,Realme,3 GB,12 MP,6.5 inch,5000 mAh,2020.0,Realme C3 RAM 3GB ROM 32GB,1597929.5302013422,0,1699000,0
106,Xperia ZR C5503,Sony,2 GB,13 MP,4.5 inch,2300 mAh,2013.0,Sony Xperia ZR C5503,1290000.0,0,1250000,0
107,A5s RAM 2GB ROM 32GB,OPPO,2 GB,13 MP,6.2 inch,4230 mAh,2019.0,OPPO A5s RAM 2GB ROM 32GB,1434441.7624521074,0,1499900,0
108,iPhone 6s Plus 64GB,Apple,2 GB,12 MP,5.5 inch,2750 mAh,2015.0,Apple iPhone 6s Plus 64GB,2931942.448979592,0,3750000,2945000
109,iPhone 11 64GB,Apple,4 GB,12 MP,6.1 inch,3110 mAh,2019.0,Apple iPhone 11 64GB,11051330.472103003,0,11500000,10700000
110,Redmi 7 32GB,Xiaomi,3 GB,12 MP,6.26 inch,4000 mAh,2019.0,Xiaomi Redmi 7 32GB,1552624.7777777778,0,1550000,0
111,Redmi Note 4 Snapdragon RAM 4GB ROM 64GB,Xiaomi,4 GB,13 MP,5.5 inch,4100 mAh,2017.0,Xiaomi Redmi Note 4 Snapdragon RAM 4GB ROM 64GB,1394322.2222222222,0,1060000,0
112,Y19,Vivo,6 GB,16 MP,6.53 inch,5000 mAh,2019.0,Vivo Y19,2381640.5555555555,0,2600000,0
113,Redmi 3s,Xiaomi,2 GB,13 MP,5 inch,4100 mAh,2016.0,Xiaomi Redmi 3s,587400.0,0,580000,0
114,iPhone 11 128GB,Apple,4 GB,12 MP,6.1 inch,3110 mAh,2019.0,Apple iPhone 11 128GB,11514568.65591398,0,12440000,0
115,iPhone XS 64GB,Apple,4 GB,12 MP,5.8 inch,2658 mAh,2018.0,Apple iPhone XS 64GB,9620826.08695652,0,10500000,0
116,Hot 9 RAM 4GB ROM 128GB,Infinix,4 GB,16 MP,6.6 inch,5000 mAh,2020.0,Infinix Hot 9 RAM 4GB ROM 128GB,1542988.2547169812,0,1399000,0
117,Zenfone Max Pro M1 ZB602KL RAM 6GB ROM 64GB,ASUS,6 GB,13 MP,5.99 inch,5000 mAh,2018.0,ASUS Zenfone Max Pro M1 ZB602KL RAM 6GB ROM 64GB,1951623.888888889,0,1905000,0
118,Z1 Pro RAM 4GB ROM 64GB,Vivo,4 GB,16 MP,6.53 inch,5000 mAh,2019.0,Vivo Z1 Pro RAM 4GB ROM 64GB,2522331.111111111,0,2649000,0
119,Galaxy A01,Samsung,2 GB,13 MP,5.7 inch,3000 mAh,2019.0,Samsung Galaxy A01,1405821.8045112782,0,1370000,0
120,10 Lite,Honor,4 GB,13 MP,6.21 inch,3400 mAh,2018.0,Honor 10 Lite,1690761.111111111,0,1579000,0
121,Galaxy M30s 64GB,Samsung,4 GB,48 MP,6.4 inch,6000 mAh,2019.0,Samsung Galaxy M30s 64GB,2740829.777777778,0,2750000,0
122,Redmi Note 5 RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,5.99 inch,4000 mAh,2018.0,Xiaomi Redmi Note 5 RAM 4GB ROM 64GB,1559923.5294117646,0,1600000,0
123,Narzo,Realme,4 GB,48 MP,6.5 inch,4300 mAh,2020.0,Realme Narzo,2870469.387755102,0,2865000,0
124,Y71 RAM 3GB ROM 32GB,Vivo,3 GB,13 MP,6 inch,3360 mAh,2018.0,Vivo Y71 RAM 3GB ROM 32GB,1860622.2222222225,0,1700000,0
125,G3,Advan,4 GB,16 MP,5.99 inch,3500 mAh,2019.0,Advan G3,1095711.111111111,0,1087000,0
126,Galaxy A50s RAM 4GB ROM 64GB,Samsung,4 GB,48 MP,6.4 inch,4000 mAh,2019.0,Samsung Galaxy A50s RAM 4GB ROM 64GB,2868531.1440677964,0,3000000,0
127,Galaxy S20 Plus RAM 8GB ROM 128GB,Samsung,8 GB,12 MP,6.7 inch,4500 mAh,2020.0,Samsung Galaxy S20 Plus RAM 8GB ROM 128GB,11106132.5,0,10990000,0
128,iPhone 11 Pro 64GB,Apple,6 GB,12 MP,5.8 inch,3190 mAh,2019.0,Apple iPhone 11 Pro 64GB,14259802.955665026,0,12499000,0
129,F7 RAM 6GB ROM 128GB,OPPO,6 GB,16 MP,6.23 inch,3400 mAh,2018.0,OPPO F7 RAM 6GB ROM 128GB,3064082.9777777777,0,2899000,0
130,Galaxy Note 8 64GB,Samsung,6 GB,12 MP,6.3 inch,3300 mAh,2017.0,Samsung Galaxy Note 8 64GB,5101805.418719212,0,6290000,0
131,iPhone 6s 32GB,Apple,2 GB,12 MP,4.7 inch,1715 mAh,2015.0,Apple iPhone 6s 32GB,1979738.888888889,0,1899000,0
132,Y21,Vivo,1 GB,5 MP,4.5 inch,1900 mAh,2015.0,Vivo Y21,1273083.083333333,0,1000000,0
133,K10 (2017),LG,3 GB,13 MP,5.3 inch,2800 mAh,2016.0,LG K10 (2017),900714.4444444445,0,500000,0
134,Redmi Note 4 RAM 4GB ROM 64GB,Xiaomi,4 GB,13 MP,5.5 inch,4100 mAh,2016.0,Xiaomi Redmi Note 4 RAM 4GB ROM 64GB,1405832.7777777778,0,1150000,0
135,Galaxy S10+ 128GB,Samsung,8 GB,12 MP,6.4 inch,4100 mAh,2019.0,Samsung Galaxy S10+ 128GB,8480127.777777778,0,7905500,0
136,Galaxy S9 64GB,Samsung,4 GB,12 MP,5.8 inch,3000 mAh,2018.0,Samsung Galaxy S9 64GB,4875013.888888889,0,4000000,0
137,Mi 6X 64GB,Xiaomi,4 GB,12 MP,5.99 inch,3000 mAh,2018.0,Xiaomi Mi 6X 64GB,1487319.4444444443,0,1159000,0
138,Redmi K20 PRO RAM 6GB ROM 128GB,Xiaomi,6 GB,48 MP,6.39 inch,4000 mAh,2019.0,Xiaomi Redmi K20 PRO RAM 6GB ROM 128GB,5746843.888888889,0,5880000,0
139,Mi Note 10 Pro,Xiaomi,8 GB,108 MP,6.47 inch,5260 mAh,2019.0,Xiaomi Mi Note 10 Pro,7330772.222222223,0,7500000,0
140,Redmi Note 4X Snapdragon 64GB,Xiaomi,4 GB,13 MP,5.5 inch,4100 mAh,2017.0,Xiaomi Redmi Note 4X Snapdragon 64GB,1138044.4444444443,0,1120000,0
141,Galaxy S7 Edge G935FD 128GB,Samsung,4 GB,12 MP,5.5 inch,3600 mAh,2016.0,Samsung Galaxy S7 Edge G935FD 128GB,2740405.5555555555,0,1800000,0
142,Galaxy S9+ 64GB,Samsung,6 GB,12 MP,6.2 inch,3500 mAh,2018.0,Samsung Galaxy S9+ 64GB,5911305.555555556,0,4999000,0
143,Neo 7 A33W,OPPO,1 GB,8 MP,5 inch,2420 mAh,2015.0,OPPO Neo 7 A33W,1819722.2222222225,0,1499000,0
144,Galaxy A50 RAM 4GB ROM 64GB,Samsung,4 GB,25 MP,6.4 inch,4000 mAh,2019.0,Samsung Galaxy A50 RAM 4GB ROM 64GB,2544387.974683544,0,2943080,0
145,A67 Core,Mito,1 GB,5 MP,4 inch,1500 mAh,2018.0,Mito A67 Core,312302.7777777777,0,298000,0
146,i6C,Advan,2 GB,8 MP,5.5 inch,2450 mAh,2020.0,Advan i6C,770227.0588235294,0,650000,0
147,A12 RAM 4GB ROM 64GB,OPPO,4 GB,13 MP,6.22 inch,4230 mAh,2020.0,OPPO A12 RAM 4GB ROM 64GB,1749727.2727272727,0,1679000,0
148,iPhone 6s 128GB,Apple,2 GB,12 MP,4.7 inch,1715 mAh,2015.0,Apple iPhone 6s 128GB,2335091.346153846,0,2450000,0
149,Redmi 2 RAM 1GB ROM 8GB,Xiaomi,1 GB,8 MP,4.7 inch,2200 mAh,2014.0,Xiaomi Redmi 2 RAM 1GB ROM 8GB,430627.77777777775,0,410000,0
150,Xperia Z3 Compact D5833,Sony,2 GB,20.7 MP,4.6 inch,2600 mAh,2014.0,Sony Xperia Z3 Compact D5833,6140733.333333332,0,5549000,0
151,Mi 8 Lite RAM 4GB ROM 64GB,Xiaomi,4 GB,12 MP,6.26 inch,,2018.0,Xiaomi Mi 8 Lite RAM 4GB ROM 64GB,1897620.5555555557,0,1871100,0
152,iPhone 6s Plus 128GB,Apple,2 GB,12 MP,5.5 inch,2750 mAh,2015.0,Apple iPhone 6s Plus 128GB,2755388.888888889,0,2500000,0
153,Prime 7 P500,Polytron,3 GB,,5 inch,,2017.0,Polytron Prime 7 P500,808446.1111111111,0,689000,0
154,Nova 5T,Huawei,8 GB,48 MP,6.25 inch,3750 mAh,2019.0,Huawei Nova 5T,4570157.583333333,0,4749000,0
155,Galaxy A11 RAM 2GB ROM 32GB,Samsung,3 GB,13 MP,6.4 inch,4000 mAh,2019.0,Samsung Galaxy A11 RAM 2GB ROM 32GB,1919562.5,0,1807000,0
